"County FIPS","County Name","Year","Population","Births","Deaths","Natural Increase","Net Migration","Census Building Permits","Group Quarters Population","Household Population","Households","Household Size","Household Population to Total Housing Units Ratio","Total Housing Units","Vacancy Rate","Vacant Housing Units"
"1","Adams County","2001","359,437","7,132","2,223","4,909","2,793","5,819","3,396","356,041","126,724","2.81","2.66","133,917","5.40","7,193"
"1","Adams County","2002","371,181","7,271","2,213","5,058","6,686","6,158","3,625","367,556","130,680","2.81","2.63","139,734","6.50","9,054"
"1","Adams County","2003","377,665","7,393","2,283","5,110","1,374","5,981","3,649","374,016","132,793","2.82","2.59","144,635","8.20","11,842"
"1","Adams County","2004","385,945","7,429","2,216","5,213","3,067","4,811","3,643","382,302","135,443","2.82","2.55","149,648","9.50","14,205"
"1","Adams County","2005","395,384","7,560","2,357","5,203","4,236","5,313","3,626","391,758","138,478","2.83","2.54","154,113","10.20","15,635"
"1","Adams County","2006","407,587","7,733","2,241","5,492","6,711","4,928","3,657","403,930","142,496","2.83","2.56","157,948","9.80","15,452"
"1","Adams County","2007","415,915","7,841","2,279","5,562","2,766","3,252","3,671","412,244","145,208","2.84","2.57","160,651","9.60","15,443"
"1","Adams County","2008","425,138","7,925","2,448","5,477","3,746","2,288","3,683","421,455","148,306","2.84","2.60","162,115","8.50","13,809"
"1","Adams County","2009","436,323","7,699","2,359","5,340","5,845","957","3,873","432,450","152,045","2.84","2.66","162,794","6.60","10,749"
"1","Adams County","2010","443,711","7,436","2,474","4,962","2,426","662","4,027","439,684","154,505","2.85","2.69","163,435","5.46","8,930"
"1","Adams County","2011","452,181","7,247","2,467","4,780","3,690","565","4,061","448,120","157,248","2.85","2.72","164,593","4.46","7,345"
"1","Adams County","2012","460,468","6,923","2,754","4,169","4,118","1,015","4,057","456,411","159,932","2.85","2.75","165,858","3.57","5,926"
"1","Adams County","2013","469,878","7,171","2,798","4,373","5,037","1,340","4,086","465,792","162,991","2.86","2.78","167,459","2.67","4,468"
"1","Adams County","2014","479,901","7,044","2,711","4,333","5,690","1,115","4,211","475,690","166,221","2.86","2.81","169,377","1.86","3,156"
"1","Adams County","2015","490,351","7,361","2,962","4,399","6,051","2,101","4,225","486,126","169,630","2.87","2.84","171,361","1.01","1,731"
"1","Adams County","2016","497,822","7,171","2,942","4,229","3,242","2,657","4,416","493,406","171,930","2.87","2.85","173,204","0.74","1,274"
"1","Adams County","2017","503,706","7,167","3,113","4,054","1,830","2,552","4,406","499,300","173,741","2.87","2.83","176,439","1.53","2,698"
"1","Adams County","2018","511,422","6,916","3,128","3,788","3,928","2,797","4,426","506,996","176,173","2.88","2.82","180,056","2.16","3,883"
"1","Adams County","2019","516,481","6,719","3,170","3,549","1,510","2,666","4,443","512,038","177,677","2.88","2.79","183,751","3.31","6,074"
"1","Adams County","2020","520,489","6,805","3,402","3,403","605","4,027","4,476","516,013","179,414","2.88","2.75","187,474","4.30","8,060"
"1","Adams County","2021","523,505","6,644","3,958","2,686","330","4,687","4,521","518,984","183,221","2.83","2.71","191,465","4.31","8,244"
"1","Adams County","2022","528,201","6,838","4,299","2,539","2,157","2,811","4,564","523,637","187,112","2.80","2.68","195,556","4.32","8,444"
"1","Adams County","2023","535,901","6,905","3,611","3,294","4,406","2,817","4,580","531,321","190,676","2.79","2.67","199,295","4.32","8,619"
"1","Adams County","2024","543,760","7,008","3,624","3,384","4,475","2,371","4,639","539,121","194,562","2.77","2.65","203,379","4.34","8,817"
"3","Alamosa County","2001","15,231","249","113","136","-4","52","995","14,236","5,598","2.54","2.30","6,200","9.70","602"
"3","Alamosa County","2002","15,266","227","116","111","-76","92","995","14,271","5,636","2.53","2.28","6,246","9.80","610"
"3","Alamosa County","2003","15,360","220","131","89","5","48","995","14,365","5,697","2.52","2.28","6,299","9.60","602"
"3","Alamosa County","2004","15,406","271","101","170","-124","35","995","14,411","5,741","2.51","2.27","6,350","9.60","609"
"3","Alamosa County","2005","15,395","260","115","145","-156","53","995","14,400","5,757","2.50","2.25","6,392","9.90","635"
"3","Alamosa County","2006","15,350","227","93","134","-179","64","995","14,355","5,761","2.49","2.24","6,417","10.20","656"
"3","Alamosa County","2007","15,293","263","114","149","-206","48","995","14,298","5,763","2.48","2.21","6,462","10.80","699"
"3","Alamosa County","2008","15,346","258","109","149","-96","54","995","14,351","5,808","2.47","2.20","6,510","10.80","702"
"3","Alamosa County","2009","15,301","272","89","183","-228","56","995","14,306","5,814","2.46","2.19","6,536","11.10","722"
"3","Alamosa County","2010","15,474","250","127","123","50","38","740","14,734","6,007","2.45","2.25","6,561","8.44","554"
"3","Alamosa County","2011","15,528","234","131","103","-49","53","740","14,788","6,037","2.45","2.24","6,591","8.41","554"
"3","Alamosa County","2012","15,604","208","118","90","-14","60","740","14,864","6,075","2.45","2.24","6,636","8.45","561"
"3","Alamosa County","2013","15,709","223","146","77","28","70","740","14,969","6,126","2.44","2.23","6,700","8.57","574"
"3","Alamosa County","2014","15,788","240","126","114","-35","52","865","14,923","6,115","2.44","2.21","6,747","9.37","632"
"3","Alamosa County","2015","15,885","215","128","87","10","26","865","15,020","6,163","2.44","2.21","6,807","9.46","644"
"3","Alamosa County","2016","15,936","200","141","59","-8","75","865","15,071","6,192","2.43","2.20","6,835","9.41","643"
"3","Alamosa County","2017","16,053","197","157","40","77","69","865","15,188","6,247","2.43","2.20","6,908","9.57","661"
"3","Alamosa County","2018","16,184","200","138","62","69","44","865","15,319","6,310","2.43","2.19","6,990","9.73","680"
"3","Alamosa County","2019","16,247","192","144","48","15","52","865","15,382","6,343","2.43","2.19","7,026","9.72","683"
"3","Alamosa County","2020","16,373","187","159","28","98","62","960","15,413","6,390","2.41","2.18","7,082","9.77","692"
"3","Alamosa County","2021","16,577","188","162","26","178","109","984","15,593","6,441","2.42","2.18","7,140","9.79","699"
"3","Alamosa County","2022","16,593","197","207","-10","26","102","966","15,627","6,499","2.40","2.17","7,204","9.79","705"
"3","Alamosa County","2023","16,650","182","170","12","45","67","959","15,691","6,567","2.39","2.16","7,279","9.78","712"
"3","Alamosa County","2024","16,632","173","169","4","-22","51","977","15,655","6,644","2.36","2.13","7,365","9.79","721"
"5","Arapahoe County","2001","501,671","7,526","2,909","4,617","6,332","6,900","5,193","496,478","196,308","2.53","2.45","202,264","2.90","5,956"
"5","Arapahoe County","2002","510,503","7,553","2,932","4,621","4,211","7,017","5,406","505,097","199,890","2.53","2.42","208,601","4.20","8,711"
"5","Arapahoe County","2003","516,354","8,031","2,914","5,117","734","3,915","5,621","510,733","202,072","2.53","2.39","213,840","5.50","11,768"
"5","Arapahoe County","2004","523,715","8,013","2,884","5,129","2,232","2,727","5,851","517,864","204,867","2.53","2.38","217,147","5.70","12,280"
"5","Arapahoe County","2005","528,214","8,088","3,014","5,074","-575","3,070","5,643","522,571","206,663","2.53","2.35","221,982","6.90","15,319"
"5","Arapahoe County","2006","536,051","8,036","2,934","5,102","2,735","3,162","5,433","530,618","209,780","2.53","2.35","226,156","7.20","16,376"
"5","Arapahoe County","2007","545,882","8,233","3,118","5,115","4,716","2,711","5,917","539,965","213,407","2.53","2.34","230,285","7.30","16,878"
"5","Arapahoe County","2008","556,246","8,292","3,207","5,085","5,279","3,023","5,773","550,473","217,507","2.53","2.36","233,100","6.70","15,593"
"5","Arapahoe County","2009","566,480","8,124","3,182","4,942","5,292","1,445","5,605","560,875","220,854","2.54","2.37","236,200","6.50","15,346"
"5","Arapahoe County","2010","574,819","7,981","3,295","4,686","3,653","1,279","4,920","569,899","225,108","2.53","2.38","239,171","5.88","14,063"
"5","Arapahoe County","2011","585,817","7,707","3,422","4,285","6,713","806","4,910","580,907","228,868","2.54","2.41","240,616","4.88","11,748"
"5","Arapahoe County","2012","596,228","7,747","3,382","4,365","6,046","1,717","4,988","591,240","232,344","2.54","2.45","241,137","3.65","8,793"
"5","Arapahoe County","2013","607,861","7,821","3,555","4,266","7,367","3,060","4,884","602,977","236,352","2.55","2.49","242,604","2.58","6,252"
"5","Arapahoe County","2014","618,310","7,906","3,487","4,419","6,030","1,897","4,975","613,335","239,801","2.56","2.50","245,659","2.38","5,858"
"5","Arapahoe County","2015","629,965","8,130","3,750","4,380","7,275","2,830","4,885","625,080","243,773","2.56","2.52","247,801","1.63","4,028"
"5","Arapahoe County","2016","637,656","8,094","3,925","4,169","3,522","4,660","4,949","632,707","246,123","2.57","2.53","249,881","1.50","3,758"
"5","Arapahoe County","2017","642,976","7,855","3,957","3,898","1,422","2,746","5,061","637,915","247,523","2.58","2.51","254,352","2.68","6,829"
"5","Arapahoe County","2018","650,167","7,687","3,973","3,714","3,477","3,592","5,174","644,993","249,640","2.58","2.51","257,003","2.86","7,363"
"5","Arapahoe County","2019","653,807","7,548","3,974","3,574","66","3,532","5,287","648,520","250,374","2.59","2.49","259,939","3.68","9,565"
"5","Arapahoe County","2020","655,288","7,580","4,616","2,964","-1,483","4,116","5,387","649,901","251,153","2.59","2.47","263,492","4.68","12,339"
"5","Arapahoe County","2021","656,858","7,551","4,737","2,814","-1,244","5,519","5,247","651,611","253,611","2.57","2.45","266,078","4.68","12,467"
"5","Arapahoe County","2022","658,069","7,620","5,088","2,532","-1,321","4,325","5,365","652,704","256,611","2.54","2.42","269,231","4.68","12,620"
"5","Arapahoe County","2023","661,564","7,619","4,828","2,791","704","5,479","5,429","656,135","258,983","2.53","2.41","271,717","4.68","12,734"
"5","Arapahoe County","2024","666,557","7,652","4,779","2,873","2,120","3,856","5,510","661,047","261,424","2.53","2.41","274,271","4.68","12,847"
"7","Archuleta County","2001","10,465","112","60","52","370","350","84","10,381","4,252","2.44","1.56","6,667","36.20","2,415"
"7","Archuleta County","2002","10,700","126","58","68","167","284","84","10,616","4,384","2.42","1.52","6,967","37.10","2,583"
"7","Archuleta County","2003","10,964","118","57","61","203","365","84","10,880","4,529","2.40","1.48","7,350","38.40","2,821"
"7","Archuleta County","2004","11,171","129","64","65","142","213","84","11,087","4,654","2.38","1.46","7,582","38.60","2,928"
"7","Archuleta County","2005","11,402","109","62","47","184","234","84","11,318","4,790","2.36","1.44","7,836","38.90","3,046"
"7","Archuleta County","2006","11,798","105","62","43","353","247","84","11,714","4,999","2.34","1.45","8,104","38.30","3,105"
"7","Archuleta County","2007","12,108","150","78","72","238","302","84","12,024","5,173","2.32","1.43","8,428","38.60","3,255"
"7","Archuleta County","2008","12,074","130","76","54","-88","202","84","11,990","5,204","2.30","1.39","8,652","39.90","3,448"
"7","Archuleta County","2009","11,899","111","94","17","-192","147","84","11,815","5,171","2.28","1.36","8,714","40.70","3,543"
"7","Archuleta County","2010","12,060","108","63","45","116","37","129","11,931","5,257","2.27","1.36","8,762","40.00","3,505"
"7","Archuleta County","2011","11,955","137","82","55","-160","36","125","11,830","5,208","2.27","1.35","8,781","40.69","3,573"
"7","Archuleta County","2012","11,990","116","72","44","-9","53","121","11,869","5,220","2.27","1.35","8,807","40.73","3,587"
"7","Archuleta County","2013","11,995","106","92","14","-9","61","117","11,878","5,219","2.28","1.34","8,840","40.96","3,621"
"7","Archuleta County","2014","11,931","109","94","15","-79","75","113","11,818","5,187","2.28","1.33","8,899","41.71","3,712"
"7","Archuleta County","2015","12,009","118","101","17","61","113","109","11,900","5,218","2.28","1.33","8,952","41.71","3,734"
"7","Archuleta County","2016","12,362","117","91","26","327","131","105","12,257","5,370","2.28","1.36","9,033","40.55","3,663"
"7","Archuleta County","2017","12,758","136","107","29","367","173","101","12,657","5,540","2.28","1.39","9,137","39.37","3,597"
"7","Archuleta County","2018","13,034","118","105","13","263","162","97","12,937","5,657","2.29","1.39","9,277","39.02","3,620"
"7","Archuleta County","2019","13,194","106","104","2","158","168","93","13,101","5,723","2.29","1.39","9,411","39.19","3,688"
"7","Archuleta County","2020","13,429","102","110","-8","243","153","98","13,331","5,811","2.29","1.40","9,526","39.00","3,715"
"7","Archuleta County","2021","13,815","118","122","-4","390","193","92","13,723","5,901","2.33","1.42","9,674","39.00","3,773"
"7","Archuleta County","2022","13,993","104","152","-48","226","164","88","13,905","6,017","2.31","1.41","9,862","38.99","3,845"
"7","Archuleta County","2023","14,182","98","150","-52","241","128","92","14,090","6,117","2.30","1.41","10,023","38.97","3,906"
"7","Archuleta County","2024","14,137","94","139","-45","","141","93","14,044","6,195","2.27","1.38","10,150","38.97","3,955"
"9","Baca County","2001","4,447","41","67","-26","-26","7","85","4,362","1,888","2.31","1.85","2,352","19.70","464"
"9","Baca County","2002","4,315","40","64","-24","-108","7","85","4,230","1,841","2.30","1.81","2,342","21.40","501"
"9","Baca County","2003","4,258","35","62","-27","-30","7","85","4,173","1,827","2.28","1.79","2,333","21.70","506"
"9","Baca County","2004","4,166","26","53","-27","-65","10","85","4,081","1,795","2.27","1.75","2,327","22.90","532"
"9","Baca County","2005","4,098","38","56","-18","-50","9","85","4,013","1,780","2.25","1.73","2,317","23.20","537"
"9","Baca County","2006","4,088","37","62","-25","15","1","85","4,003","1,784","2.24","1.74","2,301","22.50","517"
"9","Baca County","2007","3,993","44","70","-26","-69","0","85","3,908","1,752","2.23","1.71","2,287","23.40","535"
"9","Baca County","2008","3,906","45","62","-17","-70","1","85","3,821","1,721","2.22","1.68","2,273","24.30","552"
"9","Baca County","2009","3,814","38","69","-31","-61","0","85","3,729","1,689","2.21","1.65","2,257","25.20","568"
"9","Baca County","2010","3,795","39","52","-13","-6","2","82","3,713","1,475","2.52","1.89","1,964","24.90","489"
"9","Baca County","2011","3,767","41","73","-32","4","2","78","3,689","1,661","2.22","1.88","1,966","15.54","305"
"9","Baca County","2012","3,704","53","72","-19","-44","0","73","3,631","1,634","2.22","1.85","1,968","16.97","334"
"9","Baca County","2013","3,637","48","54","-6","-61","0","69","3,568","1,634","2.18","1.81","1,968","16.97","334"
"9","Baca County","2014","3,564","37","49","-12","-61","0","64","3,500","1,634","2.14","1.78","1,968","16.97","334"
"9","Baca County","2015","3,530","32","56","-24","-10","0","60","3,470","1,634","2.12","1.76","1,968","16.97","334"
"9","Baca County","2016","3,505","38","63","-25","0","1","55","3,450","1,634","2.11","1.75","1,968","16.97","334"
"9","Baca County","2017","3,523","39","45","-6","24","0","51","3,472","1,621","2.14","1.76","1,969","17.68","348"
"9","Baca County","2018","3,550","35","61","-26","53","0","46","3,504","1,621","2.16","1.78","1,969","17.68","348"
"9","Baca County","2019","3,565","47","51","-4","19","4","42","3,523","1,621","2.17","1.79","1,969","17.68","348"
"9","Baca County","2020","3,478","40","68","-28","-59","2","54","3,424","1,579","2.17","1.74","1,972","19.93","393"
"9","Baca County","2021","3,490","35","69","-34","46","3","48","3,442","1,583","2.17","1.74","1,977","19.93","394"
"9","Baca County","2022","3,434","34","79","-45","-11","26","48","3,386","1,585","2.14","1.71","1,980","19.95","395"
"9","Baca County","2023","3,389","40","50","-10","-35","3","42","3,347","1,590","2.11","1.69","1,985","19.90","395"
"9","Baca County","2024","3,398","30","61","-31","40","","42","3,356","1,609","2.09","1.67","2,008","19.87","399"
"11","Bent County","2001","5,882","69","64","5","-90","17","878","5,004","1,995","2.51","2.12","2,362","15.50","367"
"11","Bent County","2002","6,203","66","78","-12","333","12","1,067","5,136","2,063","2.49","2.18","2,353","12.30","290"
"11","Bent County","2003","6,653","62","66","-4","454","11","1,408","5,245","2,123","2.47","2.24","2,343","9.40","220"
"11","Bent County","2004","6,357","63","64","-1","-295","0","1,505","4,852","1,979","2.45","2.09","2,323","14.80","344"
"11","Bent County","2005","6,261","63","49","14","-110","10","1,565","4,696","1,931","2.43","2.03","2,312","16.50","381"
"11","Bent County","2006","6,076","60","72","-12","-173","9","1,553","4,523","1,874","2.41","1.97","2,300","18.50","426"
"11","Bent County","2007","5,773","68","56","12","-315","4","1,525","4,248","1,773","2.40","1.86","2,285","22.40","512"
"11","Bent County","2008","6,008","64","73","-9","244","7","1,760","4,248","1,789","2.37","1.87","2,271","21.20","482"
"11","Bent County","2009","6,481","63","69","-6","479","5","2,216","4,265","1,810","2.36","1.89","2,255","19.70","445"
"11","Bent County","2010","6,506","54","58","-4","29","0","2,208","4,298","1,728","2.49","2.04","2,111","18.14","383"
"11","Bent County","2011","6,355","44","60","-16","-135","1","2,114","4,241","1,816","2.34","2.00","2,116","14.19","300"
"11","Bent County","2012","5,864","55","60","-5","-486","1","1,686","4,178","1,794","2.33","1.97","2,118","15.31","324"
"11","Bent County","2013","5,800","38","62","-24","-40","0","1,715","4,085","1,759","2.32","1.93","2,122","17.12","363"
"11","Bent County","2014","5,851","32","49","-17","68","0","1,869","3,982","1,719","2.32","1.87","2,124","19.05","405"
"11","Bent County","2015","5,966","42","55","-13","128","2","1,907","4,059","1,758","2.31","1.91","2,124","17.25","366"
"11","Bent County","2016","5,753","34","61","-27","-186","3","1,735","4,018","1,745","2.30","1.89","2,128","18.01","383"
"11","Bent County","2017","5,968","42","72","-30","245","3","1,934","4,034","1,757","2.30","1.89","2,130","17.53","373"
"11","Bent County","2018","5,984","30","83","-53","69","3","1,932","4,052","1,770","2.29","1.90","2,133","17.04","363"
"11","Bent County","2019","5,980","45","64","-19","15","1","1,934","4,046","1,772","2.28","1.90","2,135","17.00","363"
"11","Bent County","2020","5,479","43","71","-28","-473","5","1,406","4,073","1,805","2.26","1.91","2,136","15.50","331"
"11","Bent County","2021","5,343","36","79","-43","-93","8","1,168","4,175","1,810","2.31","1.95","2,142","15.50","332"
"11","Bent County","2022","5,425","41","86","-45","127","29","1,295","4,130","1,835","2.25","1.90","2,172","15.52","337"
"11","Bent County","2023","5,700","46","71","-25","300","3","1,494","4,206","1,849","2.27","1.92","2,189","15.53","340"
"11","Bent County","2024","5,744","40","75","-35","79","","1,587","4,157","1,852","2.24","1.90","2,192","15.51","340"
"13","Boulder County","2001","283,510","3,833","1,444","2,389","4,866","2,483","8,794","274,716","112,448","2.44","2.36","116,588","3.60","4,140"
"13","Boulder County","2002","284,433","3,829","1,403","2,426","-1,503","2,230","8,906","275,527","112,904","2.44","2.33","118,445","4.70","5,541"
"13","Boulder County","2003","282,763","3,636","1,474","2,162","-3,832","1,775","8,883","273,880","112,395","2.44","2.28","120,272","6.60","7,877"
"13","Boulder County","2004","283,288","3,571","1,434","2,137","-1,612","1,606","8,600","274,688","112,905","2.43","2.26","121,715","7.20","8,810"
"13","Boulder County","2005","282,910","3,510","1,378","2,132","-2,510","1,771","8,562","274,348","112,978","2.43","2.23","123,133","8.30","10,155"
"13","Boulder County","2006","286,133","3,511","1,471","2,040","1,183","1,427","9,931","276,202","113,945","2.42","2.22","124,311","8.30","10,366"
"13","Boulder County","2007","288,757","3,390","1,481","1,909","715","953","9,809","278,948","115,320","2.42","2.23","125,261","7.90","9,941"
"13","Boulder County","2008","291,827","3,353","1,524","1,829","1,241","701","9,935","281,892","116,788","2.41","2.24","125,999","7.30","9,211"
"13","Boulder County","2009","293,641","3,187","1,512","1,675","139","1,044","9,879","283,762","117,841","2.41","2.24","126,756","7.00","8,915"
"13","Boulder County","2010","295,605","3,141","1,544","1,597","367","657","9,396","286,209","119,568","2.39","2.25","127,213","6.01","7,645"
"13","Boulder County","2011","300,526","2,995","1,510","1,485","3,436","661","10,143","290,383","121,382","2.39","2.27","127,865","5.07","6,483"
"13","Boulder County","2012","305,881","2,954","1,571","1,383","3,972","1,295","10,885","294,996","123,381","2.39","2.30","128,405","3.91","5,024"
"13","Boulder County","2013","310,896","2,963","1,666","1,297","3,718","1,625","11,596","299,300","125,254","2.39","2.31","129,616","3.37","4,362"
"13","Boulder County","2014","314,213","2,939","1,709","1,230","2,087","1,371","12,306","301,907","126,418","2.39","2.30","131,002","3.50","4,584"
"13","Boulder County","2015","320,352","2,857","1,784","1,073","5,066","1,249","13,105","307,247","128,728","2.39","2.33","132,127","2.57","3,399"
"13","Boulder County","2016","323,957","2,841","1,813","1,028","2,577","1,849","13,459","310,498","130,165","2.39","2.33","133,334","2.38","3,169"
"13","Boulder County","2017","325,414","2,628","1,790","838","619","1,667","13,946","311,468","130,647","2.38","2.31","135,024","3.24","4,377"
"13","Boulder County","2018","328,055","2,580","1,832","748","1,893","2,954","14,412","313,643","131,636","2.38","2.30","136,410","3.50","4,774"
"13","Boulder County","2019","328,827","2,525","1,998","527","245","1,650","14,797","314,030","131,875","2.38","2.25","139,591","5.53","7,716"
"13","Boulder County","2020","330,951","2,507","2,040","467","1,657","1,634","15,290","315,661","133,467","2.37","2.23","141,817","5.89","8,350"
"13","Boulder County","2021","327,135","2,472","2,129","343","-4,159","1,237","11,954","315,181","135,346","2.33","2.19","143,782","5.87","8,436"
"13","Boulder County","2022","328,029","2,430","2,201","229","665","1,642","14,455","313,574","135,561","2.31","2.18","143,995","5.86","8,434"
"13","Boulder County","2023","328,337","2,398","2,148","250","58","1,642","15,175","313,162","136,837","2.29","2.15","145,327","5.84","8,490"
"13","Boulder County","2024","329,996","2,304","2,178","126","1,533","1,680","15,593","314,403","139,314","2.26","2.13","147,925","5.82","8,611"
"14","Broomfield County","2001","41,387","0","0","0","2,843","446","7","41,380","15,071","2.75","2.75","15,056","-0.10","-15"
"14","Broomfield County","2002","42,432","421","116","305","740","1,070","7","42,425","15,548","2.73","2.67","15,881","2.10","333"
"14","Broomfield County","2003","44,960","689","190","499","2,029","856","7","44,953","16,578","2.71","2.68","16,800","1.30","222"
"14","Broomfield County","2004","46,406","604","208","396","1,050","621","7","46,399","17,219","2.69","2.64","17,548","1.90","329"
"14","Broomfield County","2005","48,251","649","193","456","1,389","715","7","48,244","18,018","2.68","2.57","18,778","4.10","760"
"14","Broomfield County","2006","51,152","676","228","448","2,453","742","7","51,145","19,223","2.66","2.59","19,729","2.60","506"
"14","Broomfield County","2007","53,328","722","231","491","1,685","1,027","7","53,321","20,170","2.64","2.57","20,727","2.70","557"
"14","Broomfield County","2008","54,400","723","230","493","579","1,006","7","54,393","20,709","2.63","2.53","21,472","3.60","763"
"14","Broomfield County","2009","55,378","693","244","449","529","794","7","55,371","21,219","2.61","2.48","22,327","5.00","1,108"
"14","Broomfield County","2010","56,107","690","271","419","310","232","282","55,825","21,498","2.60","2.46","22,685","5.23","1,187"
"14","Broomfield County","2011","57,584","682","316","366","1,111","229","277","57,307","22,168","2.59","2.49","23,056","3.85","888"
"14","Broomfield County","2012","59,271","673","318","355","1,332","2,010","270","59,001","22,927","2.57","2.52","23,426","2.13","499"
"14","Broomfield County","2013","60,669","684","323","361","1,037","896","265","60,404","23,579","2.56","2.36","25,541","7.68","1,962"
"14","Broomfield County","2014","62,504","699","347","352","1,483","820","259","62,245","24,409","2.55","2.34","26,564","8.11","2,155"
"14","Broomfield County","2015","65,831","671","358","313","3,014","447","254","65,577","25,834","2.54","2.36","27,750","6.90","1,916"
"14","Broomfield County","2016","67,707","735","377","358","1,518","546","248","67,459","26,698","2.53","2.36","28,585","6.60","1,887"
"14","Broomfield County","2017","69,655","673","352","321","1,627","416","242","69,413","27,598","2.52","2.35","29,498","6.44","1,900"
"14","Broomfield County","2018","71,322","634","373","261","1,406","785","599","70,723","28,250","2.50","2.35","30,060","6.02","1,810"
"14","Broomfield County","2019","72,669","685","435","250","1,097","343","230","72,439","29,071","2.49","2.34","30,982","6.17","1,911"
"14","Broomfield County","2020","74,502","642","432","210","1,623","427","481","74,021","29,872","2.48","2.35","31,498","5.16","1,626"
"14","Broomfield County","2021","75,433","645","444","201","730","501","431","75,002","30,268","2.48","2.35","31,916","5.16","1,648"
"14","Broomfield County","2022","76,269","635","492","143","693","538","451","75,818","31,234","2.43","2.30","32,935","5.16","1,701"
"14","Broomfield County","2023","77,133","673","467","206","658","1,277","466","76,667","31,816","2.41","2.29","33,548","5.16","1,732"
"14","Broomfield County","2024","78,453","676","513","163","1,157","405","470","77,983","32,795","2.38","2.26","34,581","5.16","1,786"
"15","Chaffee County","2001","16,410","157","146","11","87","224","1,337","15,073","6,707","2.25","1.74","8,660","22.60","1,953"
"15","Chaffee County","2002","16,646","139","162","-23","259","213","1,333","15,313","6,844","2.24","1.73","8,840","22.60","1,996"
"15","Chaffee County","2003","16,794","137","137","0","148","241","1,360","15,434","6,928","2.23","1.70","9,060","23.50","2,132"
"15","Chaffee County","2004","16,946","147","147","0","152","196","1,332","15,614","7,041","2.22","1.69","9,243","23.80","2,202"
"15","Chaffee County","2005","17,022","151","140","11","65","164","1,338","15,684","7,109","2.21","1.67","9,419","24.50","2,310"
"15","Chaffee County","2006","16,984","142","162","-20","-18","151","1,336","15,648","7,127","2.20","1.64","9,549","25.40","2,422"
"15","Chaffee County","2007","17,238","132","153","-21","275","154","1,408","15,830","7,247","2.18","1.63","9,725","25.50","2,478"
"15","Chaffee County","2008","17,403","130","169","-39","204","209","1,337","16,066","7,391","2.17","1.62","9,943","25.70","2,552"
"15","Chaffee County","2009","17,604","156","143","13","188","130","1,366","16,238","7,507","2.16","1.63","9,988","24.80","2,481"
"15","Chaffee County","2010","17,797","138","157","-19","212","101","1,436","16,361","7,595","2.15","1.63","10,030","24.28","2,435"
"15","Chaffee County","2011","17,932","147","157","-10","145","69","1,483","16,449","7,634","2.15","1.64","10,058","24.10","2,424"
"15","Chaffee County","2012","17,967","152","157","-5","40","93","1,470","16,497","7,654","2.16","1.64","10,056","23.89","2,402"
"15","Chaffee County","2013","18,036","110","179","-69","138","104","1,316","16,720","7,756","2.16","1.66","10,085","23.09","2,329"
"15","Chaffee County","2014","18,066","143","168","-25","55","105","1,452","16,614","7,705","2.16","1.64","10,114","23.82","2,409"
"15","Chaffee County","2015","18,108","138","203","-65","107","121","1,395","16,713","7,749","2.16","1.64","10,183","23.90","2,434"
"15","Chaffee County","2016","18,519","134","184","-50","461","126","1,443","17,076","7,915","2.16","1.66","10,286","23.05","2,371"
"15","Chaffee County","2017","18,967","130","177","-47","495","154","1,421","17,546","8,131","2.16","1.67","10,484","22.44","2,353"
"15","Chaffee County","2018","19,250","144","173","-29","312","162","1,421","17,829","8,260","2.16","1.67","10,673","22.61","2,413"
"15","Chaffee County","2019","19,390","127","185","-58","198","164","1,401","17,989","8,332","2.16","1.66","10,806","22.89","2,474"
"15","Chaffee County","2020","19,485","135","209","-74","169","186","1,231","18,254","8,467","2.16","1.66","10,992","22.97","2,525"
"15","Chaffee County","2021","19,737","148","173","-25","277","349","928","18,809","8,732","2.15","1.66","11,323","22.88","2,591"
"15","Chaffee County","2022","20,255","145","187","-42","560","277","1,190","19,065","9,136","2.09","1.61","11,824","22.73","2,688"
"15","Chaffee County","2023","20,602","169","212","-43","390","285","1,215","19,387","9,421","2.06","1.59","12,182","22.66","2,761"
"15","Chaffee County","2024","20,802","148","185","-37","237","289","1,097","19,705","9,639","2.04","1.58","12,464","22.67","2,825"
"17","Cheyenne County","2001","2,173","17","15","2","-45","3","30","2,143","865","2.48","1.97","1,090","20.60","225"
"17","Cheyenne County","2002","2,162","28","20","8","-19","4","30","2,132","869","2.45","1.98","1,078","19.40","209"
"17","Cheyenne County","2003","2,119","21","32","-11","-32","0","30","2,089","861","2.43","1.96","1,064","19.10","203"
"17","Cheyenne County","2004","2,070","17","28","-11","-38","1","30","2,040","847","2.41","1.94","1,050","19.30","203"
"17","Cheyenne County","2005","2,041","22","27","-5","-24","3","30","2,011","844","2.38","1.94","1,038","18.70","194"
"17","Cheyenne County","2006","1,977","21","21","0","-64","3","30","1,947","823","2.37","1.90","1,026","19.80","203"
"17","Cheyenne County","2007","1,910","26","14","12","-79","1","30","1,880","801","2.35","1.86","1,013","20.90","212"
"17","Cheyenne County","2008","1,898","24","19","5","-17","0","30","1,868","804","2.32","1.87","999","19.50","195"
"17","Cheyenne County","2009","1,833","22","34","-12","-53","0","30","1,803","785","2.30","1.83","985","20.30","200"
"17","Cheyenne County","2010","1,834","21","18","3","-2","1","42","1,792","702","2.55","2.06","868","19.12","166"
