"County FIPS","County Name","Year","Population","Births","Deaths","Natural Increase","Net Migration","Census Building Permits","Group Quarters Population","Household Population","Households","Household Size","Household Population to Total Housing Units Ratio","Total Housing Units","Vacancy Rate","Vacant Housing Units"
"63","Kit Carson County","2016","7,480","94","79","15","-96","0","486","6,995","2,909","2.40","2.05","3,404","14.53","495"
"63","Kit Carson County","2017","7,400","87","72","15","-95","3","388","7,012","2,909","2.41","2.06","3,404","14.53","495"
"63","Kit Carson County","2018","7,285","79","77","2","-117","3","289","6,996","2,895","2.42","2.05","3,407","15.03","512"
"63","Kit Carson County","2019","7,182","98","70","28","-131","3","191","6,991","2,886","2.42","2.05","3,409","15.36","523"
"63","Kit Carson County","2020","7,069","91","80","11","-124","11","94","6,975","2,880","2.42","2.05","3,410","15.54","530"
"63","Kit Carson County","2021","6,930","81","97","-16","-123","6","91","6,839","2,888","2.37","2.00","3,419","15.53","531"
"63","Kit Carson County","2022","7,011","104","93","11","70","1","93","6,918","2,894","2.39","2.02","3,426","15.53","532"
"63","Kit Carson County","2023","7,021","78","84","-6","16","5","93","6,928","2,895","2.39","2.02","3,428","15.55","533"
"63","Kit Carson County","2024","7,063","78","84","-6","48","8","93","6,970","2,900","2.40","2.03","3,433","15.53","533"
"65","Lake County","2001","7,821","136","45","91","-210","59","99","7,722","2,989","2.58","1.92","4,014","25.50","1,025"
"65","Lake County","2002","7,726","131","38","93","-188","54","99","7,627","2,957","2.58","1.88","4,050","27.00","1,093"
"65","Lake County","2003","7,520","118","36","82","-288","93","99","7,421","2,884","2.57","1.80","4,125","30.10","1,241"
"65","Lake County","2004","7,416","116","37","79","-183","60","99","7,317","2,847","2.57","1.76","4,164","31.60","1,317"
"65","Lake County","2005","7,284","115","26","89","-221","65","99","7,185","2,799","2.57","1.71","4,210","33.50","1,411"
"65","Lake County","2006","7,217","112","28","84","-151","55","99","7,118","2,777","2.56","1.68","4,243","34.60","1,466"
"65","Lake County","2007","7,271","119","53","66","-12","52","99","7,172","2,803","2.56","1.68","4,273","34.40","1,470"
"65","Lake County","2008","7,269","128","45","83","-85","52","99","7,170","2,806","2.56","1.67","4,304","34.80","1,498"
"65","Lake County","2009","7,174","120","37","83","-178","25","99","7,075","2,775","2.55","1.65","4,285","35.20","1,510"
"65","Lake County","2010","7,282","106","36","70","38","19","133","7,149","2,941","2.43","1.67","4,271","31.14","1,330"
"65","Lake County","2011","7,242","104","41","63","-103","17","72","7,170","2,956","2.43","1.68","4,272","30.81","1,316"
"65","Lake County","2012","7,103","72","40","32","-171","20","72","7,031","2,904","2.42","1.64","4,277","32.10","1,373"
"65","Lake County","2013","7,071","80","35","45","-77","0","74","6,997","2,896","2.42","1.64","4,277","32.29","1,381"
"65","Lake County","2014","7,085","80","43","37","-23","0","90","6,995","2,901","2.41","1.64","4,277","32.17","1,376"
"65","Lake County","2015","7,159","86","42","44","30","39","112","7,047","2,928","2.41","1.65","4,277","31.54","1,349"
"65","Lake County","2016","7,246","64","44","20","67","32","107","7,139","2,972","2.40","1.66","4,294","30.79","1,322"
"65","Lake County","2017","7,352","86","38","48","58","24","88","7,264","3,030","2.40","1.69","4,294","29.44","1,264"
"65","Lake County","2018","7,332","84","36","48","-68","51","83","7,249","3,030","2.39","1.69","4,300","29.53","1,270"
"65","Lake County","2019","7,555","99","26","73","150","37","96","7,459","3,124","2.39","1.73","4,302","27.38","1,178"
"65","Lake County","2020","7,413","75","27","48","-190","53","103","7,310","3,075","2.38","1.70","4,303","28.54","1,228"
"65","Lake County","2021","7,400","72","52","20","-33","64","90","7,310","3,107","2.35","1.68","4,348","28.54","1,241"
"65","Lake County","2022","7,353","83","48","35","-82","64","113","7,240","3,181","2.28","1.63","4,451","28.53","1,270"
"65","Lake County","2023","7,366","93","42","51","-38","52","121","7,245","3,226","2.25","1.61","4,514","28.53","1,288"
"65","Lake County","2024","7,353","76","40","36","-49","55","118","7,235","3,263","2.22","1.58","4,566","28.54","1,303"
"67","La Plata County","2001","45,645","475","218","257","810","421","1,828","43,817","18,067","2.43","2.02","21,728","16.90","3,661"
"67","La Plata County","2002","46,089","458","246","212","232","537","1,841","44,248","18,288","2.42","1.99","22,253","17.80","3,965"
"67","La Plata County","2003","46,447","479","271","208","150","501","1,841","44,606","18,475","2.41","1.97","22,632","18.40","4,157"
"67","La Plata County","2004","46,926","516","269","247","232","737","1,831","45,095","18,728","2.41","1.94","23,259","19.50","4,531"
"67","La Plata County","2005","47,713","501","245","256","531","732","1,839","45,874","19,094","2.40","1.92","23,858","20.00","4,764"
"67","La Plata County","2006","48,408","564","302","262","433","873","1,832","46,576","19,423","2.40","1.89","24,583","21.00","5,160"
"67","La Plata County","2007","49,146","597","280","317","421","690","1,838","47,308","19,758","2.39","1.88","25,160","21.50","5,402"
"67","La Plata County","2008","50,073","606","277","329","598","692","1,928","48,145","20,154","2.39","1.87","25,719","21.60","5,565"
"67","La Plata County","2009","50,759","593","275","318","368","336","1,910","48,849","20,488","2.38","1.89","25,813","20.60","5,325"
"67","La Plata County","2010","51,441","589","270","319","363","222","1,715","49,726","21,143","2.35","1.92","25,910","18.40","4,767"
"67","La Plata County","2011","51,803","543","246","297","65","154","1,707","50,096","21,354","2.35","1.92","26,063","18.07","4,709"
"67","La Plata County","2012","52,314","536","332","204","307","172","1,864","50,450","21,559","2.34","1.93","26,154","17.57","4,595"
"67","La Plata County","2013","53,146","495","315","180","652","274","2,079","51,067","21,878","2.33","1.94","26,262","16.69","4,384"
"67","La Plata County","2014","53,557","552","301","251","160","278","1,954","51,603","22,164","2.33","1.95","26,464","16.25","4,300"
"67","La Plata County","2015","54,300","579","345","234","509","336","1,996","52,304","22,522","2.32","1.96","26,672","15.56","4,150"
"67","La Plata County","2016","54,884","571","351","220","364","260","1,939","52,945","22,856","2.32","1.97","26,937","15.15","4,081"
"67","La Plata County","2017","55,034","503","353","150","0","564","1,855","53,179","23,015","2.31","1.96","27,145","15.21","4,130"
"67","La Plata County","2018","55,731","459","338","121","576","282","1,847","53,884","23,380","2.30","1.95","27,670","15.50","4,290"
"67","La Plata County","2019","55,509","421","345","76","-298","297","1,843","53,666","23,346","2.30","1.92","27,983","16.57","4,637"
"67","La Plata County","2020","55,673","481","371","110","54","253","1,740","53,933","23,575","2.29","1.91","28,302","16.70","4,727"
"67","La Plata County","2021","56,179","437","439","-2","508","415","1,542","54,637","23,792","2.30","1.91","28,562","16.70","4,770"
"67","La Plata County","2022","56,571","423","464","-41","433","389","1,884","54,687","24,090","2.27","1.89","28,918","16.70","4,828"
"67","La Plata County","2023","56,421","424","416","8","-158","357","1,885","54,536","24,383","2.24","1.86","29,270","16.70","4,887"
"67","La Plata County","2024","56,841","406","440","-34","454","208","1,904","54,937","24,688","2.23","1.85","29,626","16.67","4,938"
"69","Larimer County","2001","260,911","3,311","1,523","1,788","6,035","3,464","7,120","253,791","101,432","2.50","2.31","109,883","7.70","8,451"
"69","Larimer County","2002","266,171","3,289","1,516","1,773","3,487","3,628","7,120","259,051","103,935","2.49","2.28","113,808","8.70","9,873"
"69","Larimer County","2003","268,146","3,358","1,531","1,827","148","3,052","7,120","261,026","105,158","2.48","2.23","117,039","10.20","11,881"
"69","Larimer County","2004","273,269","3,500","1,551","1,949","3,174","3,030","7,770","265,499","107,379","2.47","2.21","120,291","10.70","12,912"
"69","Larimer County","2005","275,873","3,318","1,530","1,788","816","3,290","7,770","268,103","108,816","2.46","2.17","123,765","12.10","14,949"
"69","Larimer County","2006","281,027","3,511","1,540","1,971","3,183","2,907","7,770","273,257","111,307","2.45","2.16","126,495","12.00","15,188"
"69","Larimer County","2007","286,754","3,517","1,532","1,985","3,742","2,221","7,787","278,967","114,060","2.45","2.17","128,796","11.40","14,736"
"69","Larimer County","2008","292,394","3,425","1,687","1,738","3,902","1,331","7,812","284,582","116,799","2.44","2.18","130,534","10.50","13,735"
"69","Larimer County","2009","297,502","3,566","1,664","1,902","3,206","1,254","7,812","289,690","119,363","2.43","2.19","132,197","9.70","12,834"
"69","Larimer County","2010","300,532","3,378","1,818","1,560","1,470","1,153","8,530","292,002","120,666","2.42","2.19","133,171","9.39","12,505"
"69","Larimer County","2011","305,342","3,313","1,861","1,452","3,358","1,192","8,561","296,781","122,705","2.42","2.20","134,606","8.84","11,901"
"69","Larimer County","2012","310,952","3,407","1,871","1,536","4,074","1,868","8,817","302,135","124,983","2.42","2.22","136,123","8.18","11,140"
"69","Larimer County","2013","316,337","3,375","1,990","1,385","4,000","2,377","9,177","307,160","127,128","2.42","2.22","138,277","8.06","11,149"
"69","Larimer County","2014","324,123","3,490","1,986","1,504","6,282","2,498","9,677","314,446","130,211","2.41","2.23","140,988","7.64","10,777"
"69","Larimer County","2015","333,445","3,448","2,246","1,202","8,120","2,434","10,297","323,148","133,884","2.41","2.25","143,765","6.87","9,881"
"69","Larimer County","2016","339,128","3,463","2,182","1,281","4,402","3,532","10,432","328,696","136,253","2.41","2.25","146,124","6.76","9,871"
"69","Larimer County","2017","344,187","3,346","2,407","939","4,120","2,935","10,669","333,518","138,324","2.41","2.23","149,794","7.66","11,470"
"69","Larimer County","2018","350,661","3,284","2,396","888","5,586","2,944","10,888","339,773","140,992","2.41","2.22","152,984","7.84","11,992"
"69","Larimer County","2019","356,800","3,159","2,314","845","5,294","2,490","11,038","345,762","143,552","2.41","2.21","156,745","8.42","13,193"
"69","Larimer County","2020","359,957","3,092","2,466","626","2,531","2,565","11,684","348,273","145,428","2.39","2.18","159,912","9.08","14,484"
"69","Larimer County","2021","362,836","3,026","2,716","310","2,569","3,221","11,178","351,658","147,525","2.38","2.17","162,132","9.08","14,607"
"69","Larimer County","2022","368,062","3,123","2,899","224","5,002","2,572","12,118","355,944","149,870","2.38","2.16","164,661","9.08","14,791"
"69","Larimer County","2023","371,450","2,952","2,750","202","3,186","2,686","12,295","359,155","152,072","2.36","2.15","167,042","9.08","14,970"
"69","Larimer County","2024","374,387","3,025","2,736","289","2,648","1,786","12,162","362,225","153,999","2.35","2.14","169,132","9.08","15,133"
"71","Las Animas County","2001","15,310","165","209","-44","68","81","391","14,919","6,249","2.39","1.93","7,721","19.10","1,472"
"71","Las Animas County","2002","15,659","172","184","-12","361","76","578","15,081","6,344","2.38","1.94","7,790","18.60","1,446"
"71","Las Animas County","2003","16,089","168","162","6","424","104","870","15,219","6,432","2.37","1.93","7,887","18.50","1,455"
"71","Las Animas County","2004","15,700","176","186","-10","-379","72","868","14,832","6,295","2.36","1.86","7,953","20.90","1,658"
"71","Las Animas County","2005","15,570","177","165","12","-142","45","870","14,700","6,267","2.35","1.84","7,991","21.60","1,724"
"71","Las Animas County","2006","15,552","189","171","18","-36","54","873","14,679","6,287","2.33","1.83","8,037","21.80","1,750"
"71","Las Animas County","2007","15,525","177","152","25","-52","47","862","14,663","6,310","2.32","1.81","8,080","21.90","1,770"
"71","Las Animas County","2008","15,486","190","176","14","-53","60","866","14,620","6,321","2.31","1.79","8,161","22.60","1,840"
"71","Las Animas County","2009","15,477","193","165","28","-37","32","862","14,615","6,348","2.30","1.78","8,204","22.60","1,856"
"71","Las Animas County","2010","15,407","154","176","-22","-48","20","858","14,549","5,934","2.45","1.90","7,648","22.41","1,714"
"71","Las Animas County","2011","15,325","149","196","-47","-35","22","842","14,483","6,344","2.28","1.88","7,712","17.74","1,368"
"71","Las Animas County","2012","15,245","149","163","-14","-66","35","826","14,419","6,348","2.27","1.85","7,789","18.50","1,441"
"71","Las Animas County","2013","15,172","147","185","-38","-35","37","810","14,362","6,356","2.26","1.81","7,915","19.70","1,559"
"71","Las Animas County","2014","15,086","119","159","-40","-46","5","794","14,292","6,358","2.25","1.80","7,953","20.05","1,595"
"71","Las Animas County","2015","14,997","125","181","-56","-33","3","778","14,219","6,359","2.24","1.79","7,959","20.11","1,600"
"71","Las Animas County","2016","14,906","130","184","-54","-37","4","762","14,144","6,359","2.22","1.78","7,962","20.14","1,603"
"71","Las Animas County","2017","14,817","145","182","-37","-52","17","746","14,071","6,359","2.21","1.77","7,969","20.20","1,610"
"71","Las Animas County","2018","14,729","102","161","-59","-29","40","730","13,999","6,360","2.20","1.75","7,989","20.39","1,629"
"71","Las Animas County","2019","14,644","135","176","-41","-44","58","714","13,930","6,363","2.19","1.74","8,027","20.74","1,664"
"71","Las Animas County","2020","14,491","104","192","-88","-65","34","629","13,862","6,354","2.18","1.72","8,077","21.33","1,723"
"71","Las Animas County","2021","14,333","128","203","-75","-83","41","399","13,934","6,373","2.19","1.72","8,104","21.36","1,731"
"71","Las Animas County","2022","14,308","108","253","-145","120","44","393","13,915","6,401","2.17","1.71","8,143","21.39","1,742"
"71","Las Animas County","2023","14,419","117","211","-94","205","38","474","13,945","6,430","2.17","1.70","8,184","21.43","1,754"
"71","Las Animas County","2024","14,565","114","205","-91","237","37","685","13,880","6,456","2.15","1.69","8,220","21.46","1,764"
"73","Lincoln County","2001","6,076","52","61","-9","-78","13","1,044","5,032","2,079","2.42","2.09","2,412","13.80","333"
"73","Lincoln County","2002","6,047","59","63","-4","-25","7","1,046","5,001","2,074","2.41","2.07","2,413","14.10","339"
"73","Lincoln County","2003","6,052","62","60","2","3","8","1,046","5,006","2,085","2.40","2.07","2,416","13.70","331"
"73","Lincoln County","2004","5,907","63","46","17","-162","5","1,059","4,848","2,027","2.39","2.01","2,416","16.10","389"
"73","Lincoln County","2005","5,787","46","49","-3","-117","5","1,072","4,715","1,980","2.38","1.95","2,416","18.10","436"
"73","Lincoln County","2006","5,665","80","51","29","-151","6","1,077","4,588","1,933","2.37","1.90","2,416","20.00","483"
"73","Lincoln County","2007","5,571","61","56","5","-99","9","1,073","4,498","1,902","2.36","1.86","2,420","21.40","518"
"73","Lincoln County","2008","5,522","51","55","-4","-45","2","1,075","4,447","1,888","2.36","1.84","2,417","21.90","529"
"73","Lincoln County","2009","5,463","61","50","11","-70","1","1,088","4,375","1,865","2.35","1.81","2,420","22.90","555"
"73","Lincoln County","2010","5,474","57","48","9","2","1","1,030","4,444","1,810","2.46","1.98","2,242","19.27","432"
"73","Lincoln County","2011","5,488","64","52","12","2","4","1,026","4,462","1,950","2.29","1.99","2,243","13.06","293"
"73","Lincoln County","2012","5,503","50","56","-6","21","8","1,022","4,481","1,951","2.30","2.00","2,246","13.15","295"
"73","Lincoln County","2013","5,522","72","41","31","-12","5","1,018","4,504","1,953","2.31","2.00","2,257","13.49","304"
"73","Lincoln County","2014","5,538","49","47","2","14","2","1,014","4,524","1,954","2.32","2.00","2,264","13.71","310"
"73","Lincoln County","2015","5,553","69","66","3","12","15","1,010","4,543","1,954","2.32","2.00","2,266","13.77","312"
"73","Lincoln County","2016","5,573","52","59","-7","27","10","1,006","4,567","1,957","2.33","2.00","2,281","14.22","324"
"73","Lincoln County","2017","5,591","53","53","0","18","11","1,002","4,589","1,958","2.34","2.00","2,290","14.49","332"
"73","Lincoln County","2018","5,621","59","56","3","27","18","998","4,623","1,965","2.35","1.98","2,331","15.70","366"
"73","Lincoln County","2019","5,642","67","55","12","9","14","995","4,647","1,968","2.36","1.98","2,348","16.19","380"
"73","Lincoln County","2020","5,662","50","69","-19","39","9","984","4,678","1,981","2.36","1.98","2,359","16.02","378"
"73","Lincoln County","2021","5,476","42","62","-20","-166","10","774","4,702","1,992","2.36","1.98","2,373","16.06","381"
"73","Lincoln County","2022","5,522","52","63","-11","57","10","842","4,680","2,003","2.34","1.96","2,385","16.02","382"
"73","Lincoln County","2023","5,501","57","61","-4","-17","8","846","4,655","2,009","2.32","1.95","2,393","16.05","384"
"73","Lincoln County","2024","5,575","41","70","-29","103","10","988","4,587","2,013","2.28","1.91","2,398","16.06","385"
"75","Logan County","2001","22,354","270","206","64","1,635","71","2,322","20,032","8,218","2.44","2.35","8,531","3.70","313"
"75","Logan County","2002","22,095","250","204","46","-305","61","2,263","19,832","8,173","2.43","2.30","8,608","5.10","435"
"75","Logan County","2003","22,371","298","193","105","171","37","2,369","20,002","8,273","2.42","2.29","8,723","5.20","450"
"75","Logan County","2004","22,181","239","210","29","-219","53","2,324","19,857","8,252","2.41","2.26","8,805","6.30","553"
"75","Logan County","2005","22,088","223","202","21","-114","45","2,336","19,752","8,251","2.39","2.23","8,854","6.80","603"
"75","Logan County","2006","22,267","230","199","31","148","54","2,329","19,938","8,369","2.38","2.25","8,878","5.70","509"
"75","Logan County","2007","22,403","244","180","64","72","40","2,454","19,949","8,416","2.37","2.24","8,919","5.60","503"
"75","Logan County","2008","22,324","231","207","24","-103","19","2,419","19,905","8,442","2.36","2.22","8,962","5.80","520"
"75","Logan County","2009","22,517","253","194","59","134","11","2,455","20,062","8,552","2.35","2.23","8,990","4.90","438"
"75","Logan County","2010","22,293","206","202","4","-228","15","3,474","18,819","7,608","2.47","2.22","8,488","10.37","880"
"75","Logan County","2011","22,210","212","182","30","-113","13","3,433","18,777","8,041","2.34","2.21","8,503","5.43","462"
"75","Logan County","2012","22,131","223","182","41","-120","10","3,393","18,738","8,032","2.33","2.20","8,516","5.68","484"
"75","Logan County","2013","22,056","252","199","53","-128","21","3,352","18,704","8,025","2.33","2.19","8,526","5.88","501"
"75","Logan County","2014","21,964","240","239","1","-93","19","3,312","18,652","8,010","2.33","2.18","8,547","6.28","537"
"75","Logan County","2015","21,873","219","185","34","-125","27","3,271","18,602","7,996","2.33","2.17","8,567","6.67","571"
"75","Logan County","2016","21,772","223","257","-34","-67","14","3,230","18,542","7,977","2.32","2.16","8,593","7.16","616"
"75","Logan County","2017","21,691","237","228","9","-90","11","3,190","18,502","7,968","2.32","2.15","8,607","7.43","639"
"75","Logan County","2018","21,611","235","196","39","-119","20","3,149","18,461","7,958","2.32","2.14","8,621","7.70","663"
"75","Logan County","2019","21,504","207","215","-8","-99","24","3,109","18,395","7,937","2.32","2.13","8,650","8.24","713"
"75","Logan County","2020","21,205","238","237","1","-300","12","2,849","18,356","7,935","2.31","2.12","8,672","8.50","737"
"75","Logan County","2021","20,997","189","313","-124","-84","14","2,674","18,323","7,944","2.31","2.11","8,682","8.50","738"
"75","Logan County","2022","20,816","213","280","-67","-114","22","2,693","18,123","7,969","2.27","2.08","8,709","8.50","740"
"75","Logan County","2023","20,624","165","263","-98","-94","9","2,657","17,967","7,980","2.25","2.06","8,720","8.49","740"
"75","Logan County","2024","20,756","191","235","-44","176","12","2,756","18,000","7,983","2.25","2.06","8,724","8.49","741"
"77","Mesa County","2001","119,864","1,507","1,184","323","1,890","1,279","3,296","116,568","47,289","2.47","2.32","50,299","6.00","3,010"
"77","Mesa County","2002","121,787","1,522","1,161","361","1,562","1,219","3,296","118,491","48,078","2.46","2.30","51,456","6.60","3,378"
"77","Mesa County","2003","124,152","1,554","1,231","323","2,042","1,330","3,296","120,856","49,062","2.46","2.29","52,889","7.20","3,827"
"77","Mesa County","2004","126,626","1,708","1,200","508","1,966","1,548","3,296","123,330","50,104","2.46","2.27","54,221","7.60","4,117"
"77","Mesa County","2005","128,999","1,755","1,232","523","1,850","1,511","3,296","125,703","51,099","2.46","2.23","56,346","9.30","5,247"
"77","Mesa County","2006","133,128","1,859","1,270","589","3,540","1,449","3,584","129,544","52,649","2.46","2.22","58,239","9.60","5,590"
"77","Mesa County","2007","137,390","1,994","1,210","784","3,478","1,494","3,584","133,806","54,381","2.46","2.22","60,151","9.60","5,770"
"77","Mesa County","2008","140,680","2,062","1,353","709","2,581","1,296","3,627","137,053","55,703","2.46","2.22","61,775","9.80","6,072"
"77","Mesa County","2009","144,795","2,048","1,292","756","3,359","753","3,903","140,892","57,258","2.46","2.26","62,440","8.30","5,182"
"77","Mesa County","2010","147,155","2,021","1,309","712","1,648","408","4,467","142,688","57,942","2.46","2.27","62,994","8.02","5,052"
"77","Mesa County","2011","147,957","1,908","1,296","612","190","359","4,532","143,425","58,381","2.46","2.27","63,269","7.73","4,888"
"77","Mesa County","2012","147,939","1,818","1,306","512","-530","355","4,445","143,494","58,549","2.45","2.26","63,472","7.76","4,923"
"77","Mesa County","2013","147,926","1,854","1,378","476","-489","442","4,679","143,247","58,589","2.44","2.24","63,811","8.18","5,222"
"77","Mesa County","2014","147,876","1,760","1,382","378","-428","504","4,303","143,573","58,864","2.44","2.24","64,108","8.18","5,244"
"77","Mesa County","2015","148,774","1,826","1,492","334","564","486","4,557","144,217","59,271","2.43","2.23","64,529","8.15","5,258"
"77","Mesa County","2016","150,346","1,709","1,477","232","1,340","597","4,499","145,847","60,086","2.43","2.25","64,807","7.28","4,721"
"77","Mesa County","2017","152,148","1,656","1,518","138","1,664","755","4,502","147,646","60,974","2.42","2.26","65,240","6.54","4,266"
"77","Mesa County","2018","154,047","1,657","1,527","130","1,769","830","4,408","149,639","61,948","2.42","2.27","65,823","5.89","3,875"
"77","Mesa County","2019","155,108","1,604","1,543","61","1,000","818","4,306","150,802","62,582","2.41","2.26","66,587","6.01","4,005"
"77","Mesa County","2020","156,010","1,568","1,685","-117","1,019","1,004","3,948","152,062","63,401","2.40","2.25","67,692","6.34","4,291"
"77","Mesa County","2021","157,465","1,527","1,900","-373","1,828","1,231","3,873","153,592","64,280","2.39","2.24","68,630","6.34","4,350"
"77","Mesa County","2022","158,596","1,438","2,015","-577","1,708","969","4,129","154,467","65,302","2.37","2.22","69,719","6.34","4,417"
"77","Mesa County","2023","159,701","1,428","1,777","-349","1,454","1,246","4,113","155,588","66,552","2.34","2.19","71,053","6.34","4,501"
"77","Mesa County","2024","161,196","1,472","1,784","-312","1,807","1,014","4,160","157,036","67,280","2.33","2.19","71,829","6.34","4,549"
"79","Mineral County","2001","820","5","5","0","-17","14","1","819","376","2.18","0.73","1,126","66.60","750"
"79","Mineral County","2002","805","5","7","-2","-13","15","1","804","373","2.16","0.71","1,135","67.10","762"
"79","Mineral County","2003","830","6","4","2","23","16","1","829","387","2.14","0.73","1,143","66.10","756"
"79","Mineral County","2004","842","9","5","4","8","17","1","841","398","2.11","0.73","1,152","65.50","754"
"79","Mineral County","2005","806","2","5","-3","-33","19","1","805","383","2.10","0.69","1,163","67.10","780"
"79","Mineral County","2006","789","1","7","-6","-11","24","1","788","379","2.08","0.67","1,178","67.80","799"
"79","Mineral County","2007","803","5","5","0","14","23","1","802","389","2.06","0.67","1,192","67.40","803"
"79","Mineral County","2008","767","2","7","-5","-31","20","1","766","376","2.04","0.64","1,203","68.70","827"
"79","Mineral County","2009","714","5","5","0","-53","4","1","713","353","2.02","0.59","1,202","70.60","849"
"79","Mineral County","2010","705","9","8","1","-10","5","0","705","312","2.26","0.64","1,097","71.56","785"
"79","Mineral County","2011","712","5","3","2","5","9","0","712","354","2.01","0.65","1,102","67.89","748"
"79","Mineral County","2012","723","6","5","1","10","8","0","723","359","2.01","0.65","1,111","67.69","752"
"79","Mineral County","2013","734","4","4","0","11","14","0","734","363","2.02","0.66","1,119","67.52","756"
"79","Mineral County","2014","747","5","4","1","12","6","0","747","370","2.02","0.66","1,130","67.28","760"
"79","Mineral County","2015","755","6","7","-1","9","12","0","755","373","2.02","0.66","1,136","67.16","763"
"79","Mineral County","2016","770","8","6","2","13","14","0","770","380","2.03","0.67","1,148","66.91","768"
"79","Mineral County","2017","788","7","16","-9","27","19","0","788","388","2.03","0.68","1,162","66.62","774"
"79","Mineral County","2018","811","8","4","4","19","19","0","811","399","2.03","0.69","1,181","66.25","782"
"79","Mineral County","2019","834","3","4","-1","24","24","0","834","409","2.04","0.69","1,200","65.88","791"
"79","Mineral County","2020","871","7","11","-4","41","18","","871","426","2.04","0.71","1,223","65.17","797"
"79","Mineral County","2021","926","4","6","-2","57","8","","926","446","2.08","0.72","1,291","65.45","845"
"79","Mineral County","2022","924","8","13","-5","3","9","","924","449","2.06","0.71","1,299","65.43","850"
"79","Mineral County","2023","934","5","12","-7","17","9","","934","451","2.07","0.71","1,308","65.52","857"
"79","Mineral County","2024","934","7","13","-6","6","6","","934","455","2.05","0.71","1,317","65.45","862"
"81","Moffat County","2001","13,089","201","100","101","-194","40","311","12,778","4,965","2.57","2.24","5,712","13.10","747"
"81","Moffat County","2002","13,134","209","106","103","-58","43","311","12,823","4,996","2.57","2.23","5,760","13.30","764"
"81","Moffat County","2003","13,054","175","102","73","-153","59","311","12,743","4,980","2.56","2.18","5,850","14.90","870"
"81","Moffat County","2004","13,063","205","85","120","-111","60","311","12,752","4,999","2.55","2.16","5,909","15.40","910"
"81","Moffat County","2005","12,965","172","91","81","-179","69","311","12,654","4,976","2.54","2.12","5,978","16.80","1,002"
"81","Moffat County","2006","13,102","204","91","113","24","73","311","12,791","5,045","2.54","2.11","6,050","16.60","1,005"
"81","Moffat County","2007","13,270","215","108","107","61","49","311","12,959","5,126","2.53","2.13","6,098","15.90","972"
"81","Moffat County","2008","13,446","224","88","136","40","63","311","13,135","5,212","2.52","2.13","6,160","15.40","948"
"81","Moffat County","2009","13,544","224","80","144","-46","39","311","13,233","5,269","2.51","2.14","6,181","14.80","912"
"81","Moffat County","2010","13,806","217","103","114","148","7","102","13,704","5,269","2.60","2.30","5,962","11.62","693"
"81","Moffat County","2011","13,452","187","67","120","-474","10","104","13,348","5,337","2.50","2.24","5,969","10.58","632"
"81","Moffat County","2012","13,216","164","120","44","-280","11","105","13,111","5,252","2.50","2.19","5,979","12.16","727"
"81","Moffat County","2013","13,187","190","91","99","-128","9","107","13,080","5,249","2.49","2.18","5,990","12.38","741"
"81","Moffat County","2014","13,016","176","90","86","-257","9","109","12,907","5,189","2.49","2.15","5,999","13.51","810"
"81","Moffat County","2015","13,038","193","98","95","-73","7","110","12,928","5,206","2.48","2.15","6,008","13.35","802"
"81","Moffat County","2016","13,266","181","91","90","138","10","112","13,154","5,307","2.48","2.19","6,015","11.78","708"
"81","Moffat County","2017","13,223","178","103","75","-118","11","114","13,109","5,298","2.47","2.18","6,025","12.06","727"
"81","Moffat County","2018","13,291","155","99","56","12","7","116","13,175","5,334","2.47","2.18","6,047","11.78","713"
"81","Moffat County","2019","13,364","160","111","49","24","14","117","13,247","5,373","2.47","2.18","6,072","11.51","699"
"81","Moffat County","2020","13,267","140","118","22","-119","17","120","13,147","5,366","2.45","2.15","6,107","12.13","741"
"81","Moffat County","2021","13,163","147","159","-12","-92","15","110","13,053","5,372","2.43","2.13","6,115","12.15","743"
"81","Moffat County","2022","13,169","120","162","-42","48","20","110","13,059","5,380","2.43","2.13","6,124","12.15","744"
"81","Moffat County","2023","13,319","148","95","53","97","14","112","13,207","5,390","2.45","2.15","6,136","12.16","746"
"81","Moffat County","2024","13,186","149","103","46","-179","16","106","13,080","5,407","2.42","2.12","6,157","12.18","750"
"83","Montezuma County","2001","23,873","305","242","63","-42","40","438","23,435","9,283","2.52","2.19","10,687","13.10","1,404"
"83","Montezuma County","2002","24,109","330","278","52","184","59","438","23,671","9,429","2.51","2.18","10,861","13.20","1,432"
"83","Montezuma County","2003","24,378","309","236","73","196","38","438","23,940","9,590","2.50","2.17","11,014","12.90","1,424"
"83","Montezuma County","2004","24,607","316","231","85","144","26","438","24,169","9,738","2.48","2.17","11,162","12.80","1,424"
"83","Montezuma County","2005","24,603","306","260","46","-50","41","438","24,165","9,792","2.47","2.13","11,323","13.50","1,531"
"83","Montezuma County","2006","25,017","298","245","53","361","59","438","24,579","10,020","2.45","2.14","11,507","12.90","1,487"
"83","Montezuma County","2007","25,177","348","236","112","48","62","438","24,739","10,144","2.44","2.12","11,691","13.20","1,547"
"83","Montezuma County","2008","25,200","324","259","65","-42","42","438","24,762","10,214","2.42","2.09","11,861","13.90","1,647"
"83","Montezuma County","2009","25,365","320","256","64","101","19","438","24,927","10,343","2.41","2.08","11,994","13.80","1,651"
"83","Montezuma County","2010","25,532","317","270","47","120","14","237","25,295","10,397","2.43","2.12","11,932","12.86","1,535"
